timestamp,step,samples,episode,epoch,loss,grad_norm,lr,update_s,data_s
2026-07-05 10:20:02,100,200,0,0.0,4.176,0.728,5.1e-06,0.073,0.317
2026-07-05 10:20:41,200,400,1,0.0,3.864,0.822,1.5e-05,0.069,0.32
2026-07-05 10:21:21,300,600,1,0.01,3.395,1.064,2.5e-05,0.069,0.323
2026-07-05 10:22:00,400,800,1,0.01,2.923,1.348,3.5e-05,0.069,0.326
2026-07-05 10:22:40,500,1K,2,0.01,2.362,1.554,4.5e-05,0.069,0.328
2026-07-05 10:23:19,600,1K,2,0.01,2.278,1.805,5.5e-05,0.07,0.319
2026-07-05 10:23:58,700,1K,3,0.01,1.855,1.4,6.5e-05,0.07,0.319
2026-07-05 10:24:38,800,2K,3,0.02,1.625,1.102,7.5e-05,0.07,0.328
2026-07-05 10:25:17,900,2K,3,0.02,1.521,1.11,8.5e-05,0.069,0.322
2026-07-05 10:25:57,1000,2K,4,0.02,1.502,1.092,9.5e-05,0.07,0.328
2026-07-05 10:26:36,1100,2K,4,0.02,1.314,1.047,0.0001,0.07,0.327
2026-07-05 10:27:17,1200,2K,4,0.02,1.286,1.151,0.0001,0.07,0.33
2026-07-05 10:27:57,1300,3K,5,0.03,1.206,1.222,0.0001,0.07,0.328
2026-07-05 10:28:37,1400,3K,5,0.03,1.184,1.277,0.0001,0.069,0.333
2026-07-05 10:29:17,1500,3K,5,0.03,1.14,1.329,9.9e-05,0.07,0.332
2026-07-05 10:29:57,1600,3K,6,0.03,1.073,1.304,9.9e-05,0.07,0.327
2026-07-05 10:30:37,1700,3K,6,0.03,1.065,1.44,9.9e-05,0.07,0.326
2026-07-05 10:31:16,1800,4K,6,0.04,0.987,1.338,9.9e-05,0.07,0.323
2026-07-05 10:31:56,1900,4K,7,0.04,0.948,1.351,9.9e-05,0.07,0.331
2026-07-05 10:32:36,2000,4K,7,0.04,0.913,1.4,9.9e-05,0.07,0.326
2026-07-05 10:33:16,2100,4K,8,0.04,0.845,1.442,9.9e-05,0.07,0.33
2026-07-05 10:33:56,2200,4K,8,0.04,0.833,1.553,9.9e-05,0.07,0.331
2026-07-05 10:34:36,2300,5K,8,0.04,0.826,1.606,9.9e-05,0.071,0.329
2026-07-05 10:35:17,2400,5K,9,0.05,0.76,1.652,9.9e-05,0.071,0.333
2026-07-05 10:35:56,2500,5K,9,0.05,0.731,1.633,9.8e-05,0.071,0.325
2026-07-05 10:36:36,2600,5K,9,0.05,0.698,1.684,9.8e-05,0.07,0.326
2026-07-05 10:37:16,2700,5K,10,0.05,0.709,1.738,9.8e-05,0.07,0.331
2026-07-05 10:37:57,2800,6K,10,0.05,0.661,1.748,9.8e-05,0.071,0.333
2026-07-05 10:38:37,2900,6K,10,0.06,0.689,1.797,9.8e-05,0.071,0.334
2026-07-05 10:39:17,3000,6K,11,0.06,0.591,1.67,9.8e-05,0.07,0.331
2026-07-05 10:39:57,3100,6K,11,0.06,0.616,1.809,9.8e-05,0.071,0.328
2026-07-05 10:40:37,3200,6K,11,0.06,0.635,1.875,9.7e-05,0.071,0.326
2026-07-05 10:41:17,3300,7K,12,0.06,0.56,1.712,9.7e-05,0.071,0.326
2026-07-05 10:41:57,3400,7K,12,0.07,0.563,1.735,9.7e-05,0.07,0.328
2026-07-05 10:42:37,3500,7K,13,0.07,0.524,1.743,9.7e-05,0.07,0.329
2026-07-05 10:43:16,3600,7K,13,0.07,0.534,1.755,9.7e-05,0.07,0.323
2026-07-05 10:43:56,3700,7K,13,0.07,0.516,1.658,9.6e-05,0.07,0.327
2026-07-05 10:44:37,3800,8K,14,0.07,0.504,1.745,9.6e-05,0.07,0.334
2026-07-05 10:45:17,3900,8K,14,0.08,0.504,1.68,9.6e-05,0.071,0.33
2026-07-05 10:45:57,4000,8K,14,0.08,0.521,1.805,9.6e-05,0.071,0.326
2026-07-05 10:46:36,4100,8K,15,0.08,0.483,1.678,9.6e-05,0.07,0.328
2026-07-05 10:47:16,4200,8K,15,0.08,0.449,1.674,9.5e-05,0.07,0.327
2026-07-05 10:47:56,4300,9K,15,0.08,0.442,1.656,9.5e-05,0.069,0.331
2026-07-05 10:48:37,4400,9K,16,0.09,0.437,1.651,9.5e-05,0.07,0.332
2026-07-05 10:49:17,4500,9K,16,0.09,0.453,1.748,9.5e-05,0.071,0.337
2026-07-05 10:49:57,4600,9K,17,0.09,0.43,1.637,9.5e-05,0.07,0.328
2026-07-05 10:50:37,4700,9K,17,0.09,0.425,1.697,9.4e-05,0.07,0.327
2026-07-05 10:51:18,4800,10K,17,0.09,0.451,1.71,9.4e-05,0.07,0.332
2026-07-05 10:51:58,4900,10K,18,0.1,0.442,1.71,9.4e-05,0.071,0.331
2026-07-05 10:52:38,5000,10K,18,0.1,0.427,1.679,9.4e-05,0.07,0.33
2026-07-05 10:53:18,5100,10K,18,0.1,0.417,1.684,9.3e-05,0.07,0.33
2026-07-05 10:53:58,5200,10K,19,0.1,0.404,1.636,9.3e-05,0.07,0.326
2026-07-05 10:54:38,5300,11K,19,0.1,0.38,1.57,9.3e-05,0.07,0.33
2026-07-05 10:55:18,5400,11K,19,0.11,0.37,1.576,9.3e-05,0.071,0.326
2026-07-05 10:55:58,5500,11K,20,0.11,0.414,1.656,9.2e-05,0.07,0.328
2026-07-05 10:56:38,5600,11K,20,0.11,0.41,1.689,9.2e-05,0.07,0.329
2026-07-05 10:57:17,5700,11K,20,0.11,0.393,1.637,9.2e-05,0.071,0.327
2026-07-05 10:57:58,5800,12K,21,0.11,0.384,1.598,9.1e-05,0.07,0.329
2026-07-05 10:58:38,5900,12K,21,0.12,0.422,1.789,9.1e-05,0.071,0.332
2026-07-05 10:59:18,6000,12K,22,0.12,0.362,1.598,9.1e-05,0.07,0.33
2026-07-05 10:59:58,6100,12K,22,0.12,0.358,1.526,9.1e-05,0.07,0.332
2026-07-05 11:00:38,6199,12K,22,0.12,0.412,1.83,9e-05,0.07,0.325
2026-07-05 11:01:18,6299,13K,23,0.12,0.392,1.655,9e-05,0.07,0.331
2026-07-05 11:01:58,6399,13K,23,0.12,0.401,1.713,9e-05,0.07,0.332
2026-07-05 11:02:38,6499,13K,23,0.13,0.392,1.657,8.9e-05,0.07,0.331
2026-07-05 11:03:19,6599,13K,24,0.13,0.387,1.673,8.9e-05,0.071,0.334
2026-07-05 11:03:59,6699,13K,24,0.13,0.38,1.685,8.9e-05,0.07,0.33
2026-07-05 11:04:39,6799,14K,24,0.13,0.354,1.6,8.8e-05,0.07,0.332
2026-07-05 11:05:19,6899,14K,25,0.13,0.351,1.613,8.8e-05,0.07,0.329
2026-07-05 11:05:59,7000,14K,25,0.14,0.353,1.554,8.8e-05,0.07,0.328
2026-07-05 11:06:39,7100,14K,26,0.14,0.34,1.526,8.7e-05,0.071,0.329
2026-07-05 11:07:19,7200,14K,26,0.14,0.353,1.63,8.7e-05,0.07,0.326
2026-07-05 11:07:59,7299,15K,26,0.14,0.305,1.425,8.7e-05,0.071,0.332
2026-07-05 11:08:39,7399,15K,27,0.14,0.366,1.63,8.6e-05,0.07,0.328
2026-07-05 11:09:20,7499,15K,27,0.15,0.334,1.577,8.6e-05,0.07,0.332
2026-07-05 11:09:59,7599,15K,27,0.15,0.347,1.588,8.6e-05,0.07,0.328
2026-07-05 11:10:39,7699,15K,28,0.15,0.327,1.5,8.5e-05,0.071,0.328
2026-07-05 11:11:19,7800,16K,28,0.15,0.348,1.665,8.5e-05,0.07,0.327
2026-07-05 11:11:59,7900,16K,28,0.15,0.353,1.651,8.4e-05,0.071,0.329
2026-07-05 11:12:40,8000,16K,29,0.16,0.342,1.602,8.4e-05,0.07,0.335
2026-07-05 11:13:21,8100,16K,29,0.16,0.338,1.593,8.4e-05,0.071,0.335
2026-07-05 11:14:01,8200,16K,29,0.16,0.357,1.649,8.3e-05,0.07,0.33
2026-07-05 11:14:40,8300,17K,30,0.16,0.349,1.618,8.3e-05,0.07,0.326
2026-07-05 11:15:21,8400,17K,30,0.16,0.315,1.511,8.3e-05,0.07,0.33
2026-07-05 11:16:01,8500,17K,31,0.17,0.3,1.466,8.2e-05,0.071,0.333
2026-07-05 11:16:41,8600,17K,31,0.17,0.291,1.469,8.2e-05,0.071,0.33
2026-07-05 11:17:22,8700,17K,31,0.17,0.312,1.522,8.1e-05,0.071,0.334
2026-07-05 11:18:02,8800,18K,32,0.17,0.327,1.565,8.1e-05,0.07,0.334
2026-07-05 11:18:42,8900,18K,32,0.17,0.314,1.484,8.1e-05,0.072,0.329
2026-07-05 11:19:23,9000,18K,32,0.18,0.327,1.532,8e-05,0.073,0.336
2026-07-05 11:20:04,9100,18K,33,0.18,0.296,1.472,8e-05,0.072,0.335
2026-07-05 11:20:45,9200,18K,33,0.18,0.314,1.559,7.9e-05,0.073,0.335
2026-07-05 11:21:26,9300,19K,33,0.18,0.318,1.575,7.9e-05,0.072,0.334
2026-07-05 11:22:07,9400,19K,34,0.18,0.293,1.524,7.8e-05,0.073,0.339
2026-07-05 11:22:48,9500,19K,34,0.19,0.31,1.544,7.8e-05,0.074,0.334
2026-07-05 11:23:29,9600,19K,34,0.19,0.296,1.469,7.8e-05,0.074,0.339
2026-07-05 11:24:10,9700,19K,35,0.19,0.318,1.565,7.7e-05,0.073,0.338
2026-07-05 11:24:51,9800,20K,35,0.19,0.309,1.557,7.7e-05,0.073,0.332
2026-07-05 11:25:32,9900,20K,36,0.19,0.271,1.446,7.6e-05,0.072,0.333
2026-07-05 11:26:13,10000,20K,36,0.2,0.302,1.504,7.6e-05,0.072,0.341
2026-07-05 11:26:55,10100,20K,36,0.2,0.333,1.614,7.5e-05,0.073,0.343
2026-07-05 11:27:36,10200,20K,37,0.2,0.307,1.528,7.5e-05,0.073,0.337
2026-07-05 11:28:17,10300,21K,37,0.2,0.285,1.471,7.5e-05,0.073,0.339
2026-07-05 11:28:59,10400,21K,37,0.2,0.3,1.568,7.4e-05,0.072,0.342
2026-07-05 11:29:40,10500,21K,38,0.2,0.279,1.481,7.4e-05,0.073,0.341
2026-07-05 11:30:21,10600,21K,38,0.21,0.292,1.502,7.3e-05,0.073,0.338
2026-07-05 11:31:03,10700,21K,38,0.21,0.287,1.417,7.3e-05,0.073,0.342
2026-07-05 11:31:45,10800,22K,39,0.21,0.291,1.5,7.2e-05,0.074,0.345
2026-07-05 11:32:27,10900,22K,39,0.21,0.302,1.575,7.2e-05,0.073,0.343
2026-07-05 11:33:08,11000,22K,40,0.21,0.28,1.48,7.1e-05,0.073,0.341
2026-07-05 11:33:51,11100,22K,40,0.22,0.284,1.492,7.1e-05,0.075,0.352
2026-07-05 11:34:33,11200,22K,40,0.22,0.306,1.541,7e-05,0.074,0.342
2026-07-05 11:35:15,11300,23K,41,0.22,0.294,1.557,7e-05,0.074,0.345
2026-07-05 11:35:57,11400,23K,41,0.22,0.298,1.566,6.9e-05,0.076,0.35
2026-07-05 11:36:40,11500,23K,41,0.22,0.276,1.441,6.9e-05,0.074,0.35
2026-07-05 11:37:22,11600,23K,42,0.23,0.3,1.508,6.8e-05,0.074,0.351
2026-07-05 11:38:05,11700,23K,42,0.23,0.272,1.452,6.8e-05,0.074,0.35
2026-07-05 11:38:48,11800,24K,42,0.23,0.293,1.502,6.8e-05,0.076,0.355
2026-07-05 11:39:31,11900,24K,43,0.23,0.286,1.512,6.7e-05,0.075,0.351
2026-07-05 11:40:14,12000,24K,43,0.23,0.286,1.517,6.7e-05,0.078,0.357
2026-07-05 11:40:57,12100,24K,43,0.24,0.272,1.449,6.6e-05,0.076,0.349
2026-07-05 11:41:40,12200,24K,44,0.24,0.28,1.502,6.6e-05,0.075,0.351
2026-07-05 11:42:22,12300,25K,44,0.24,0.272,1.452,6.5e-05,0.074,0.353
2026-07-05 11:43:04,12400,25K,45,0.24,0.268,1.45,6.5e-05,0.075,0.344
2026-07-05 11:43:46,12500,25K,45,0.24,0.287,1.53,6.4e-05,0.074,0.345
2026-07-05 11:44:28,12600,25K,45,0.25,0.285,1.541,6.4e-05,0.073,0.345
2026-07-05 11:45:10,12700,25K,46,0.25,0.296,1.545,6.3e-05,0.074,0.342
2026-07-05 11:45:52,12800,26K,46,0.25,0.294,1.518,6.3e-05,0.073,0.347
2026-07-05 11:46:34,12900,26K,46,0.25,0.286,1.536,6.2e-05,0.073,0.341
2026-07-05 11:47:16,13000,26K,47,0.25,0.254,1.413,6.2e-05,0.076,0.35
2026-07-05 11:47:59,13100,26K,47,0.26,0.253,1.414,6.1e-05,0.076,0.351
2026-07-05 11:48:42,13199,26K,47,0.26,0.292,1.524,6.1e-05,0.077,0.349
2026-07-05 11:49:25,13299,27K,48,0.26,0.274,1.487,6e-05,0.076,0.352
2026-07-05 11:50:07,13400,27K,48,0.26,0.271,1.465,6e-05,0.075,0.352
2026-07-05 11:50:51,13500,27K,48,0.26,0.272,1.487,5.9e-05,0.076,0.353
2026-07-05 11:51:33,13600,27K,49,0.27,0.26,1.423,5.9e-05,0.076,0.352
2026-07-05 11:52:16,13700,27K,49,0.27,0.257,1.399,5.8e-05,0.075,0.354
2026-07-05 11:53:00,13800,28K,50,0.27,0.273,1.514,5.8e-05,0.076,0.354
2026-07-05 11:53:43,13900,28K,50,0.27,0.261,1.474,5.7e-05,0.076,0.354
2026-07-05 11:54:26,14000,28K,50,0.27,0.273,1.537,5.7e-05,0.076,0.355
2026-07-05 11:55:09,14100,28K,51,0.28,0.268,1.498,5.6e-05,0.077,0.352
2026-07-05 11:55:52,14200,28K,51,0.28,0.253,1.397,5.6e-05,0.076,0.358
2026-07-05 11:56:36,14300,29K,51,0.28,0.271,1.516,5.5e-05,0.076,0.357
2026-07-05 11:57:19,14400,29K,52,0.28,0.256,1.467,5.5e-05,0.076,0.352
2026-07-05 11:58:02,14500,29K,52,0.28,0.265,1.483,5.4e-05,0.076,0.354
2026-07-05 11:58:44,14600,29K,52,0.29,0.272,1.428,5.4e-05,0.075,0.349
2026-07-05 11:59:27,14700,29K,53,0.29,0.257,1.452,5.3e-05,0.076,0.349
2026-07-05 12:00:09,14800,30K,53,0.29,0.275,1.532,5.3e-05,0.076,0.348
2026-07-05 12:00:52,14900,30K,54,0.29,0.257,1.395,5.2e-05,0.076,0.353
2026-07-05 12:01:35,15000,30K,54,0.29,0.263,1.462,5.2e-05,0.076,0.35
2026-07-05 12:02:18,15100,30K,54,0.29,0.273,1.495,5.1e-05,0.075,0.351
2026-07-05 12:03:00,15200,30K,55,0.3,0.244,1.361,5e-05,0.076,0.346
2026-07-05 12:03:42,15300,31K,55,0.3,0.264,1.513,5e-05,0.075,0.346
2026-07-05 12:04:26,15400,31K,55,0.3,0.283,1.524,4.9e-05,0.076,0.354
2026-07-05 12:05:08,15500,31K,56,0.3,0.259,1.437,4.9e-05,0.076,0.347
2026-07-05 12:05:50,15600,31K,56,0.3,0.252,1.45,4.8e-05,0.075,0.345
2026-07-05 12:06:32,15700,31K,56,0.31,0.259,1.472,4.8e-05,0.075,0.345
2026-07-05 12:07:14,15800,32K,57,0.31,0.263,1.491,4.7e-05,0.075,0.346
2026-07-05 12:07:57,15900,32K,57,0.31,0.244,1.428,4.7e-05,0.075,0.35
2026-07-05 12:08:40,16000,32K,57,0.31,0.266,1.532,4.6e-05,0.074,0.351
2026-07-05 12:09:22,16100,32K,58,0.31,0.259,1.491,4.6e-05,0.075,0.346
2026-07-05 12:10:04,16200,32K,58,0.32,0.237,1.4,4.5e-05,0.075,0.35
2026-07-05 12:10:46,16300,33K,59,0.32,0.242,1.435,4.5e-05,0.074,0.346
2026-07-05 12:11:29,16400,33K,59,0.32,0.269,1.532,4.4e-05,0.075,0.355
2026-07-05 12:12:12,16500,33K,59,0.32,0.273,1.527,4.4e-05,0.075,0.352
2026-07-05 12:12:55,16600,33K,60,0.32,0.265,1.493,4.3e-05,0.076,0.349
2026-07-05 12:13:37,16700,33K,60,0.33,0.26,1.475,4.3e-05,0.075,0.347
2026-07-05 12:14:19,16800,34K,60,0.33,0.257,1.483,4.2e-05,0.076,0.344
2026-07-05 12:15:02,16900,34K,61,0.33,0.235,1.423,4.2e-05,0.076,0.353
2026-07-05 12:15:44,17000,34K,61,0.33,0.282,1.577,4.1e-05,0.074,0.345
2026-07-05 12:16:27,17100,34K,61,0.33,0.261,1.545,4.1e-05,0.074,0.348
2026-07-05 12:17:09,17200,34K,62,0.34,0.237,1.402,4e-05,0.075,0.346
2026-07-05 12:17:51,17300,35K,62,0.34,0.236,1.397,4e-05,0.076,0.348
2026-07-05 12:18:34,17400,35K,62,0.34,0.255,1.458,3.9e-05,0.075,0.356
2026-07-05 12:19:17,17500,35K,63,0.34,0.239,1.36,3.9e-05,0.075,0.346
2026-07-05 12:20:00,17600,35K,63,0.34,0.224,1.348,3.8e-05,0.075,0.357
2026-07-05 12:20:43,17700,35K,64,0.35,0.232,1.374,3.8e-05,0.077,0.35
2026-07-05 12:21:26,17800,36K,64,0.35,0.243,1.419,3.7e-05,0.077,0.354
2026-07-05 12:22:08,17900,36K,64,0.35,0.251,1.489,3.7e-05,0.073,0.348
2026-07-05 12:22:50,18000,36K,65,0.35,0.248,1.475,3.6e-05,0.074,0.345
2026-07-05 12:23:32,18100,36K,65,0.35,0.228,1.392,3.6e-05,0.074,0.347
2026-07-05 12:24:15,18200,36K,65,0.36,0.237,1.426,3.5e-05,0.075,0.355
2026-07-05 12:24:57,18300,37K,66,0.36,0.284,1.56,3.5e-05,0.074,0.344
2026-07-05 12:25:40,18400,37K,66,0.36,0.243,1.442,3.4e-05,0.076,0.351
2026-07-05 12:26:23,18500,37K,66,0.36,0.253,1.529,3.4e-05,0.075,0.348
2026-07-05 12:27:06,18600,37K,67,0.36,0.243,1.417,3.4e-05,0.076,0.358
2026-07-05 12:27:50,18700,37K,67,0.37,0.243,1.437,3.3e-05,0.078,0.36
2026-07-05 12:28:34,18800,38K,68,0.37,0.257,1.486,3.3e-05,0.08,0.363
2026-07-05 12:29:19,18900,38K,68,0.37,0.252,1.505,3.2e-05,0.079,0.37
2026-07-05 12:30:04,19000,38K,68,0.37,0.258,1.509,3.2e-05,0.078,0.363
2026-07-05 12:30:47,19100,38K,69,0.37,0.242,1.501,3.1e-05,0.076,0.359
2026-07-05 12:31:31,19200,38K,69,0.37,0.26,1.541,3.1e-05,0.078,0.359
2026-07-05 12:32:15,19300,39K,69,0.38,0.26,1.529,3e-05,0.078,0.357
2026-07-05 12:32:58,19400,39K,70,0.38,0.251,1.459,3e-05,0.077,0.357
2026-07-05 12:33:42,19500,39K,70,0.38,0.233,1.42,2.9e-05,0.078,0.361
2026-07-05 12:34:26,19600,39K,70,0.38,0.214,1.318,2.9e-05,0.077,0.364
2026-07-05 12:35:10,19700,39K,71,0.38,0.231,1.452,2.8e-05,0.077,0.358
2026-07-05 12:35:54,19800,40K,71,0.39,0.222,1.389,2.8e-05,0.077,0.359
2026-07-05 12:36:38,19900,40K,71,0.39,0.258,1.58,2.8e-05,0.078,0.362
2026-07-05 12:37:21,20000,40K,72,0.39,0.238,1.506,2.7e-05,0.078,0.358
2026-07-05 12:38:05,20100,40K,72,0.39,0.245,1.44,2.7e-05,0.074,0.355
2026-07-05 12:38:47,20200,40K,73,0.39,0.248,1.475,2.6e-05,0.075,0.348
2026-07-05 12:39:29,20300,41K,73,0.4,0.243,1.474,2.6e-05,0.075,0.346
2026-07-05 12:40:12,20400,41K,73,0.4,0.242,1.51,2.5e-05,0.074,0.356
2026-07-05 12:40:55,20500,41K,74,0.4,0.241,1.453,2.5e-05,0.076,0.349
2026-07-05 12:41:36,20600,41K,74,0.4,0.248,1.534,2.4e-05,0.074,0.343
2026-07-05 12:42:19,20700,41K,74,0.4,0.22,1.415,2.4e-05,0.074,0.346
2026-07-05 12:43:01,20800,42K,75,0.41,0.222,1.366,2.4e-05,0.074,0.349
2026-07-05 12:43:43,20900,42K,75,0.41,0.248,1.518,2.3e-05,0.073,0.347
2026-07-05 12:44:25,21000,42K,75,0.41,0.229,1.408,2.3e-05,0.074,0.349
2026-07-05 12:45:08,21100,42K,76,0.41,0.248,1.485,2.2e-05,0.075,0.35
2026-07-05 12:45:50,21200,42K,76,0.41,0.239,1.483,2.2e-05,0.073,0.348
2026-07-05 12:46:32,21300,43K,77,0.42,0.257,1.522,2.2e-05,0.074,0.345
2026-07-05 12:47:13,21400,43K,77,0.42,0.249,1.526,2.1e-05,0.073,0.338
2026-07-05 12:47:55,21500,43K,77,0.42,0.251,1.531,2.1e-05,0.074,0.347
2026-07-05 12:48:38,21600,43K,78,0.42,0.232,1.409,2e-05,0.074,0.35
2026-07-05 12:49:19,21700,43K,78,0.42,0.216,1.398,2e-05,0.074,0.342
2026-07-05 12:50:01,21800,44K,78,0.43,0.248,1.529,2e-05,0.074,0.345
2026-07-05 12:50:44,21900,44K,79,0.43,0.232,1.437,1.9e-05,0.074,0.347
2026-07-05 12:51:26,22000,44K,79,0.43,0.251,1.506,1.9e-05,0.073,0.347
2026-07-05 12:52:07,22100,44K,79,0.43,0.244,1.451,1.8e-05,0.073,0.344
2026-07-05 12:52:50,22200,44K,80,0.43,0.246,1.508,1.8e-05,0.074,0.349
2026-07-05 12:53:32,22300,45K,80,0.44,0.251,1.486,1.8e-05,0.074,0.346
2026-07-05 12:54:14,22400,45K,80,0.44,0.212,1.409,1.7e-05,0.073,0.347
2026-07-05 12:54:56,22500,45K,81,0.44,0.247,1.494,1.7e-05,0.074,0.347
2026-07-05 12:55:39,22600,45K,81,0.44,0.239,1.512,1.7e-05,0.075,0.35
2026-07-05 12:56:21,22700,45K,82,0.44,0.233,1.451,1.6e-05,0.074,0.348
2026-07-05 12:57:03,22800,46K,82,0.45,0.24,1.491,1.6e-05,0.073,0.343
2026-07-05 12:57:44,22900,46K,82,0.45,0.234,1.404,1.6e-05,0.073,0.341
2026-07-05 12:58:25,23000,46K,83,0.45,0.238,1.466,1.5e-05,0.074,0.337
2026-07-05 12:59:08,23099,46K,83,0.45,0.236,1.418,1.5e-05,0.073,0.347
2026-07-05 12:59:49,23200,46K,83,0.45,0.226,1.404,1.5e-05,0.073,0.343
2026-07-05 13:00:31,23300,47K,84,0.45,0.219,1.391,1.4e-05,0.074,0.346
2026-07-05 13:01:14,23400,47K,84,0.46,0.239,1.496,1.4e-05,0.074,0.346
2026-07-05 13:01:56,23500,47K,84,0.46,0.247,1.473,1.4e-05,0.074,0.346
2026-07-05 13:02:37,23600,47K,85,0.46,0.224,1.411,1.3e-05,0.073,0.344
2026-07-05 13:03:20,23700,47K,85,0.46,0.229,1.423,1.3e-05,0.073,0.347
2026-07-05 13:04:02,23800,48K,85,0.46,0.25,1.521,1.3e-05,0.074,0.346
2026-07-05 13:04:43,23900,48K,86,0.47,0.217,1.383,1.2e-05,0.074,0.34
2026-07-05 13:05:25,24000,48K,86,0.47,0.238,1.511,1.2e-05,0.074,0.345
2026-07-05 13:06:06,24100,48K,87,0.47,0.218,1.376,1.2e-05,0.073,0.338
2026-07-05 13:06:48,24200,48K,87,0.47,0.233,1.445,1.1e-05,0.073,0.343
2026-07-05 13:07:30,24300,49K,87,0.47,0.219,1.363,1.1e-05,0.073,0.347
2026-07-05 13:08:12,24400,49K,88,0.48,0.245,1.493,1.1e-05,0.073,0.345
2026-07-05 13:08:54,24500,49K,88,0.48,0.239,1.519,1.1e-05,0.073,0.344
2026-07-05 13:09:36,24600,49K,88,0.48,0.243,1.45,1e-05,0.073,0.344
2026-07-05 13:10:17,24700,49K,89,0.48,0.248,1.568,1e-05,0.073,0.34
2026-07-05 13:10:58,24800,50K,89,0.48,0.238,1.471,9.7e-06,0.073,0.339
2026-07-05 13:11:40,24900,50K,89,0.49,0.234,1.439,9.4e-06,0.073,0.342
2026-07-05 13:12:22,24999,50K,90,0.49,0.213,1.364,9.2e-06,0.073,0.345
2026-07-05 13:13:03,25099,50K,90,0.49,0.234,1.454,8.9e-06,0.074,0.341
2026-07-05 13:13:45,25199,50K,91,0.49,0.239,1.494,8.7e-06,0.074,0.345
2026-07-05 13:14:27,25299,51K,91,0.49,0.226,1.44,8.4e-06,0.073,0.34
